ReviewText,Rating,SentimentLabel,ProductCategory,ReviewDate,ReviewerInformation,Cleaned_Review
Terrible fit and poor quality fabric. I would not recommend this to anyone.,2,Negative,Clothing,2015-02-18,Angela3192,terrible fit poor quality fabric would recommend anyone
It stopped working after a week.,2,Negative,Electronics,2018-10-05,Melissa7400,stopped working week
An amazing read with a gripping story.,5,Positive,Books,2018-07-18,Susan5676,amazing read gripping story
Fits perfectly and looks great!.,4,Positive,Clothing,2022-06-16,Taylor1000,fits perfectly looks great
"The plot was boring, and the writing was subpar.",3,Neutral,Books,2020-04-04,Jerry4425,plot boring writing subpar
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",3,Neutral,Books,2017-11-12,Vincent9452,book okay favorite genre would recommend anyone
"The plot was boring, and the writing was subpar.",3,Neutral,Books,2023-06-16,Jennifer2511,plot boring writing subpar
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,5,Positive,Books,2015-11-05,Christopher9235,amazing read gripping story loved would definitely consider buying
"The plot was boring, and the writing was subpar.",1,Negative,Books,2020-05-27,Sarah2956,plot boring writing subpar
It stopped working after a week.,1,Negative,Electronics,2021-03-05,Wendy4462,stopped working week
Terrible fit and poor quality fabric. I would not recommend this to anyone.,3,Neutral,Clothing,2022-09-27,Katrina3909,terrible fit poor quality fabric would recommend anyone
This product works perfectly. Highly recommended!,4,Positive,Electronics,2023-10-31,Lindsey5448,product works perfectly highly recommended
Fits perfectly and looks great!,1,Negative,Clothing,2017-09-15,Jesse4251,fits perfectly looks great
Terrible fit and poor quality fabric.,2,Negative,Clothing,2017-06-29,Laura6296,terrible fit poor quality fabric
This product works perfectly. Highly recommended!,1,Negative,Electronics,2017-04-18,Ryan7027,product works perfectly highly recommended
"The plot was boring, and the writing was subpar.",5,Positive,Books,2017-02-02,Thomas2511,plot boring writing subpar
"The book is okay, but not my favorite genre.",3,Neutral,Books,2016-03-30,Philip6227,book okay favorite genre
Terrible fit and poor quality fabric. I would not recommend this to anyone.,2,Negative,Clothing,2023-09-24,Darrell8874,terrible fit poor quality fabric would recommend anyone
An amazing read with a gripping story. Loved it!,1,Negative,Books,2017-02-08,Diane4767,amazing read gripping story loved
The material is average but wearable. I would not recommend this to anyone.,3,Neutral,Clothing,2018-09-25,William6212,material average wearable would recommend anyone
This product works perfectly.,2,Negative,Electronics,2022-11-10,Deborah6838,product works perfectly
The material is average but wearable.,4,Positive,Clothing,2023-08-13,Colton1649,material average wearable
The device is fine but nothing exceptional.,2,Negative,Electronics,2019-10-08,Samuel8958,device fine nothing exceptional
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,2,Negative,Books,2022-11-10,Johnny6508,amazing read gripping story loved would definitely consider buying
The material is average but wearable. I would not recommend this to anyone.,1,Negative,Clothing,2018-01-17,Craig9089,material average wearable would recommend anyone
Fits perfectly and looks great!,4,Positive,Clothing,2021-06-11,James3908,fits perfectly looks great
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",2,Negative,Books,2021-07-04,Bradley6953,book okay favorite genre would recommend anyone
"The book is okay, but not my favorite genre.",3,Neutral,Books,2021-03-16,Charles7195,book okay favorite genre
"The book is okay, but not my favorite genre.",3,Neutral,Books,2018-10-15,Curtis5040,book okay favorite genre
"The plot was boring, and the writing was subpar.",2,Negative,Books,2018-03-23,Ryan3525,plot boring writing subpar
Terrible fit and poor quality fabric.,4,Positive,Clothing,2020-03-12,Melanie1387,terrible fit poor quality fabric
Fits perfectly and looks great!,3,Neutral,Clothing,2019-06-12,James5741,fits perfectly looks great
The device is fine but nothing exceptional.,4,Positive,Electronics,2021-04-12,Corey1537,device fine nothing exceptional
"The book is okay, but not my favorite genre.",3,Neutral,Books,2022-07-25,Rachel6503,book okay favorite genre
"The plot was boring, and the writing was subpar.",3,Neutral,Books,2019-02-09,Sharon4659,plot boring writing subpar
An amazing read with a gripping story. Loved it!,3,Neutral,Books,2023-09-30,Michael3051,amazing read gripping story loved
"The plot was boring, and the writing was subpar.",5,Positive,Books,2016-07-13,Andrew2625,plot boring writing subpar
Terrible fit and poor quality fabric. I would not recommend this to anyone.,3,Neutral,Clothing,2021-10-26,Becky1974,terrible fit poor quality fabric would recommend anyone
This product works perfectly. Highly recommended! Would definitely consider buying again!,1,Negative,Electronics,2019-01-18,Claudia4224,product works perfectly highly recommended would definitely consider buying
"The plot was boring, and the writing was subpar.",2,Negative,Books,2020-09-18,Crystal3740,plot boring writing subpar
Terrible fit and poor quality fabric.,4,Positive,Clothing,2023-06-03,Eric6425,terrible fit poor quality fabric
The material is average but wearable.,5,Positive,Clothing,2022-04-19,Jill5492,material average wearable
The material is average but wearable.,1,Negative,Clothing,2017-05-26,Andrew3783,material average wearable
Terrible fit and poor quality fabric. I would not recommend this to anyone.,3,Neutral,Clothing,2018-11-24,Dennis7097,terrible fit poor quality fabric would recommend anyone
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",4,Positive,Books,2023-02-09,Alexis4234,plot boring writing subpar would recommend anyone
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",4,Positive,Books,2023-09-15,Samuel7380,plot boring writing subpar would recommend anyone
Fits perfectly and looks great! Would definitely consider buying again!,4,Positive,Clothing,2020-09-14,Brian7634,fits perfectly looks great would definitely consider buying
Fits perfectly and looks great! Would definitely consider buying again!,5,Positive,Clothing,2015-03-22,Cindy4246,fits perfectly looks great would definitely consider buying
The device is fine but nothing exceptional. I would not recommend this to anyone.,3,Neutral,Electronics,2015-10-04,Anna9612,device fine nothing exceptional would recommend anyone
Fits perfectly and looks great! Would definitely consider buying again!,5,Positive,Clothing,2023-02-21,Diane5870,fits perfectly looks great would definitely consider buying
This product works perfectly. Highly recommended! Would definitely consider buying again!,2,Negative,Electronics,2019-11-07,Patrick3827,product works perfectly highly recommended would definitely consider buying
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,4,Positive,Books,2020-05-15,Raymond8778,amazing read gripping story loved would definitely consider buying
An amazing read with a gripping story.,1,Negative,Books,2015-06-17,Cheryl5933,amazing read gripping story
Fits perfectly and looks great!,2,Negative,Clothing,2015-04-26,Michelle4811,fits perfectly looks great
Terrible fit and poor quality fabric. I would not recommend this to anyone.,5,Positive,Clothing,2018-08-06,Gregg4185,terrible fit poor quality fabric would recommend anyone
"The book is okay, but not my favorite genre.",1,Negative,Books,2018-06-08,Brandy6683,book okay favorite genre
The device is fine but nothing exceptional.,3,Neutral,Electronics,2017-03-27,Ruth7795,device fine nothing exceptional
The device is fine but nothing exceptional. I would not recommend this to anyone.,1,Negative,Electronics,2023-07-12,Jessica5145,device fine nothing exceptional would recommend anyone
"The book is okay, but not my favorite genre.",4,Positive,Books,2023-10-05,Rita2227,book okay favorite genre
It stopped working after a week. Really disappointed.,1,Negative,Electronics,2021-12-01,Robert4033,stopped working week really disappointed
An amazing read with a gripping story.,1,Negative,Books,2017-12-30,Ryan4244,amazing read gripping story
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",3,Neutral,Books,2020-08-07,Katelyn4344,book okay favorite genre would recommend anyone
The material is average but wearable. I would not recommend this to anyone.,1,Negative,Clothing,2019-11-30,William7187,material average wearable would recommend anyone
"The plot was boring, and the writing was subpar.",4,Positive,Books,2018-02-07,Barbara2675,plot boring writing subpar
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,5,Positive,Books,2015-03-17,Sharon8283,amazing read gripping story loved would definitely consider buying
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",4,Positive,Books,2016-03-02,Laurie4910,plot boring writing subpar would recommend anyone
Terrible fit and poor quality fabric. I would not recommend this to anyone.,4,Positive,Clothing,2020-03-02,Amber7485,terrible fit poor quality fabric would recommend anyone
Fits perfectly and looks great!,1,Negative,Clothing,2023-12-11,Lisa1106,fits perfectly looks great
An amazing read with a gripping story.,3,Neutral,Books,2018-02-13,David5292,amazing read gripping story
An amazing read with a gripping story.,1,Negative,Books,2023-02-20,Gary7238,amazing read gripping story
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",5,Positive,Books,2019-03-06,Carl3200,book okay favorite genre would recommend anyone
The material is average but wearable.,1,Negative,Clothing,2016-11-10,Nathaniel8403,material average wearable
Terrible fit and poor quality fabric.,5,Positive,Clothing,2020-12-31,Craig7768,terrible fit poor quality fabric
