ReviewText,Rating,SentimentLabel,ProductCategory,ReviewDate,ReviewerInformation
Fits perfectly and looks great!.,1,Negative,Clothing,2015-07-25,Jillian4416
The material is average but wearable.,1,Negative,Clothing,2022-11-04,Jose3345
Terrible fit and poor quality fabric. I would not recommend this to anyone.,2,Negative,Clothing,2016-12-07,Tonya8761
The material is average but wearable. I would not recommend this to anyone.,5,Positive,Clothing,2015-01-13,Lisa6261
"The plot was boring, and the writing was subpar.",1,Negative,Books,2023-08-06,Kristen2733
This product works perfectly. Highly recommended! Would definitely consider buying again!,5,Positive,Electronics,2017-07-03,Danielle3924
Terrible fit and poor quality fabric.,1,Negative,Clothing,2017-12-05,Crystal8459
The device is fine but nothing exceptional. I would not recommend this to anyone.,2,Negative,Electronics,2021-05-31,Deborah5573
The device is fine but nothing exceptional.,1,Negative,Electronics,2015-01-23,Elizabeth8339
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",5,Positive,Books,2016-01-28,William6222
Terrible fit and poor quality fabric.,1,Negative,Clothing,2016-04-04,Dawn2004
This product works perfectly. Highly recommended! Would definitely consider buying again!,5,Positive,Electronics,2019-12-28,Jason8928
Terrible fit and poor quality fabric.,2,Negative,Clothing,2020-10-05,Donald5571
This product works perfectly. Highly recommended!,1,Negative,Electronics,2022-01-15,Laura6716
"The plot was boring, and the writing was subpar.",1,Negative,Books,2020-04-29,Mark1468
"The plot was boring, and the writing was subpar.",1,Negative,Books,2017-09-16,Erin9335
This product works perfectly. Highly recommended! Would definitely consider buying again!,5,Positive,Electronics,2018-12-30,Michael8854
Terrible fit and poor quality fabric.,4,Positive,Clothing,2019-07-28,Brianna1020
The material is average but wearable. I would not recommend this to anyone.,4,Positive,Clothing,2018-12-27,Lisa7037
Terrible fit and poor quality fabric.,1,Negative,Clothing,2023-01-14,Robin2728
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",5,Positive,Books,2017-08-03,Walter9695
The device is fine but nothing exceptional. I would not recommend this to anyone.,2,Negative,Electronics,2015-03-02,Zachary1224
The material is average but wearable. I would not recommend this to anyone.,3,Neutral,Clothing,2016-02-24,Curtis8999
Fits perfectly and looks great!,3,Neutral,Clothing,2019-08-10,Daniel2233
"The book is okay, but not my favorite genre.",2,Negative,Books,2023-09-06,Dana9428
An amazing read with a gripping story.,1,Negative,Books,2019-04-06,Mark2025
The device is fine but nothing exceptional.,3,Neutral,Electronics,2019-05-13,Mary8819
Terrible fit and poor quality fabric.,4,Positive,Clothing,2019-03-22,Alison9608
The device is fine but nothing exceptional.,3,Neutral,Electronics,2015-12-19,Michael3579
"The plot was boring, and the writing was subpar.",1,Negative,Books,2016-09-02,Eric8447
The device is fine but nothing exceptional.,4,Positive,Electronics,2017-05-24,Carmen6117
Terrible fit and poor quality fabric.,5,Positive,Clothing,2017-07-27,John6377
The material is average but wearable.,4,Positive,Clothing,2016-06-14,Natasha3355
"The plot was boring, and the writing was subpar.",5,Positive,Books,2019-07-01,Joel5644
Terrible fit and poor quality fabric.,3,Neutral,Clothing,2019-01-08,Robert7315
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,5,Positive,Books,2022-10-30,Steven3759
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,1,Negative,Electronics,2015-12-03,Deanna4371
Fits perfectly and looks great!,4,Positive,Clothing,2018-10-07,Zachary1694
This product works perfectly. Highly recommended!,1,Negative,Electronics,2020-08-21,Timothy2787
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,4,Positive,Electronics,2022-12-01,Kaitlyn8435
An amazing read with a gripping story. Loved it!,1,Negative,Books,2017-05-02,Samantha6105
An amazing read with a gripping story. Loved it!,2,Negative,Books,2020-05-16,Bradley4796
Fits perfectly and looks great!,2,Negative,Clothing,2023-12-28,Jared4732
This product works perfectly.,4,Positive,Electronics,2023-10-16,Isaiah3351
This product works perfectly. Highly recommended! Would definitely consider buying again!,4,Positive,Electronics,2015-03-25,Anthony1372
The material is average but wearable. I would not recommend this to anyone.,3,Neutral,Clothing,2019-02-28,Hunter4130
This product works perfectly. Highly recommended! Would definitely consider buying again!,5,Positive,Electronics,2020-03-28,Jason6491
Terrible fit and poor quality fabric.,5,Positive,Clothing,2019-12-22,Diane9423
"The book is okay, but not my favorite genre.",5,Positive,Books,2020-06-29,Rebecca3173
An amazing read with a gripping story. Loved it!,4,Positive,Books,2022-08-09,Erin6563
The device is fine but nothing exceptional. I would not recommend this to anyone.,5,Positive,Electronics,2021-01-14,Elizabeth2208
"The plot was boring, and the writing was subpar.",3,Neutral,Books,2017-04-17,Joseph2651
"The book is okay, but not my favorite genre.",1,Negative,Books,2019-05-19,Darlene9502
Fits perfectly and looks great!,2,Negative,Clothing,2018-08-19,Brandon1717
"The book is okay, but not my favorite genre.",5,Positive,Books,2020-01-24,Brandon5850
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",3,Neutral,Books,2017-12-27,Anita7649
An amazing read with a gripping story. Loved it!,1,Negative,Books,2021-03-14,Brian6833
"The book is okay, but not my favorite genre.",3,Neutral,Books,2016-04-09,Travis2749
"The plot was boring, and the writing was subpar.",3,Neutral,Books,2019-05-19,Thomas1402
"The plot was boring, and the writing was subpar.",4,Positive,Books,2023-12-11,Charles7333
The device is fine but nothing exceptional. I would not recommend this to anyone.,1,Negative,Electronics,2020-07-05,Tiffany9013
Fits perfectly and looks great!,3,Neutral,Clothing,2018-07-31,Penny2665
Fits perfectly and looks great! Would definitely consider buying again!,1,Negative,Clothing,2018-01-08,Jeffrey3697
This product works perfectly. Highly recommended!,4,Positive,Electronics,2022-10-06,Dawn6684
An amazing read with a gripping story.,4,Positive,Books,2015-02-22,Edward4734
"The book is okay, but not my favorite genre.",1,Negative,Books,2022-05-30,Jeffrey8540
This product works perfectly. Highly recommended!,2,Negative,Electronics,2016-07-08,Andrea6938
It stopped working after a week.,5,Positive,Electronics,2022-01-15,Charles4705
An amazing read with a gripping story. Loved it!,3,Neutral,Books,2015-04-06,Steven1706
It stopped working after a week. Really disappointed.,3,Neutral,Electronics,2022-06-30,Kim7813
This product works perfectly. Highly recommended! Would definitely consider buying again!,4,Positive,Electronics,2020-03-31,Christina6732
This product works perfectly.,2,Negative,Electronics,2015-12-30,Sheila8123
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",1,Negative,Books,2023-08-07,Veronica8143
"The plot was boring, and the writing was subpar.",3,Neutral,Books,2021-03-09,Randy6973
Terrible fit and poor quality fabric. I would not recommend this to anyone.,2,Negative,Clothing,2016-11-30,Laura3526
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,5,Positive,Books,2018-12-09,Amber7581
This product works perfectly. Highly recommended!,1,Negative,Electronics,2022-11-21,Patrick9727
The material is average but wearable.,4,Positive,Clothing,2020-02-29,Julia6070
This product works perfectly. Highly recommended!,2,Negative,Electronics,2017-09-01,Adam3791
The device is fine but nothing exceptional.,2,Negative,Electronics,2017-05-21,John7652
The device is fine but nothing exceptional. I would not recommend this to anyone.,1,Negative,Electronics,2016-02-14,Christopher9686
Terrible fit and poor quality fabric.,4,Positive,Clothing,2023-04-26,Jesse7489
The material is average but wearable. I would not recommend this to anyone.,4,Positive,Clothing,2016-10-03,Samantha2460
"The book is okay, but not my favorite genre.",4,Positive,Books,2016-04-09,James1341
An amazing read with a gripping story. Loved it!,1,Negative,Books,2022-07-21,Angela7941
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",5,Positive,Books,2022-03-12,Samuel8518
"The book is okay, but not my favorite genre.",2,Negative,Books,2020-04-05,Susan8135
Terrible fit and poor quality fabric.,5,Positive,Clothing,2023-04-03,Tamara2466
Terrible fit and poor quality fabric.,4,Positive,Clothing,2016-03-04,Michael9720
"The book is okay, but not my favorite genre.",3,Neutral,Books,2018-08-25,Robert7706
The material is average but wearable. I would not recommend this to anyone.,5,Positive,Clothing,2020-10-03,Maria1906
The device is fine but nothing exceptional.,3,Neutral,Electronics,2016-03-13,Lauren5544
Terrible fit and poor quality fabric.,5,Positive,Clothing,2020-05-30,Michelle1848
An amazing read with a gripping story.,1,Negative,Books,2021-04-20,Stephanie8062
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,2,Negative,Electronics,2017-02-04,Elizabeth8409
An amazing read with a gripping story. Loved it!,1,Negative,Books,2016-04-10,Daniel2247
Terrible fit and poor quality fabric.,4,Positive,Clothing,2019-07-13,Mike4398
"The plot was boring, and the writing was subpar.",1,Negative,Books,2017-01-26,Stephen2365
The device is fine but nothing exceptional.,5,Positive,Electronics,2019-05-18,Beth9303
The material is average but wearable. I would not recommend this to anyone.,5,Positive,Clothing,2019-04-13,Samantha3353
The material is average but wearable.,4,Positive,Clothing,2018-08-18,Jeffrey6168
It stopped working after a week. Really disappointed.,4,Positive,Electronics,2016-05-20,Jason8644
"The plot was boring, and the writing was subpar.",1,Negative,Books,2018-07-09,Walter6100
"The plot was boring, and the writing was subpar.",3,Neutral,Books,2017-05-24,Theodore8263
This product works perfectly. Highly recommended! Would definitely consider buying again!,1,Negative,Electronics,2023-07-02,Nathan4249
Terrible fit and poor quality fabric.,5,Positive,Clothing,2021-02-16,Alicia2574
This product works perfectly. Highly recommended!,3,Neutral,Electronics,2023-11-27,Gabrielle7467
This product works perfectly. Highly recommended! Would definitely consider buying again!,3,Neutral,Electronics,2016-04-14,Marie3437
Terrible fit and poor quality fabric.,4,Positive,Clothing,2019-07-30,Frank8144
"The plot was boring, and the writing was subpar.",5,Positive,Books,2020-06-29,Vincent6851
It stopped working after a week. Really disappointed.,3,Neutral,Electronics,2020-06-06,Matthew5858
It stopped working after a week. Really disappointed.,1,Negative,Electronics,2021-06-24,Richard1731
The material is average but wearable.,3,Neutral,Clothing,2022-09-16,Jodi1215
The device is fine but nothing exceptional.,4,Positive,Electronics,2021-11-08,Michelle5541
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",5,Positive,Books,2018-04-11,Daniel3634
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,5,Positive,Books,2023-12-15,Ann5009
Terrible fit and poor quality fabric.,5,Positive,Clothing,2020-01-07,Amanda2705
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,1,Negative,Books,2015-02-04,Daniel9833
"The plot was boring, and the writing was subpar.",1,Negative,Books,2020-01-20,Timothy6644
This product works perfectly. Highly recommended!,5,Positive,Electronics,2017-03-07,Melanie9086
"The plot was boring, and the writing was subpar.",3,Neutral,Books,2016-11-01,Rick9018
Terrible fit and poor quality fabric.,3,Neutral,Clothing,2019-05-22,Emily8002
This product works perfectly. Highly recommended!,2,Negative,Electronics,2020-03-19,William2210
This product works perfectly.,4,Positive,Electronics,2017-08-12,Mary8829
"The plot was boring, and the writing was subpar.",4,Positive,Books,2017-07-08,Shawn1619
Terrible fit and poor quality fabric. I would not recommend this to anyone.,3,Neutral,Clothing,2020-01-27,Andrew1445
The material is average but wearable.,2,Negative,Clothing,2023-04-18,Dennis4653
The material is average but wearable.,1,Negative,Clothing,2022-10-23,Tami1908
"The book is okay, but not my favorite genre.",3,Neutral,Books,2019-05-03,John4115
"The book is okay, but not my favorite genre.",1,Negative,Books,2018-02-05,Bruce9227
Fits perfectly and looks great!,5,Positive,Clothing,2017-01-16,Robert6256
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,1,Negative,Books,2017-12-10,Danielle6069
Terrible fit and poor quality fabric. I would not recommend this to anyone.,1,Negative,Clothing,2017-08-09,Lauren6004
This product works perfectly. Highly recommended! Would definitely consider buying again!,3,Neutral,Electronics,2015-12-27,Melissa2705
This product works perfectly. Highly recommended! Would definitely consider buying again!,1,Negative,Electronics,2019-09-03,Robert9533
